Date,Type,Sub Type,Action,Symbol,Instrument Type,Description,Value,Quantity,Average Price,Commissions,Fees,Multiplier,Root Symbol,Underlying Symbol,Expiration Date,Strike Price,Call or Put,Order #,Total,Currency
2024-12-20T08:55:10-0600,Trade,Buy,BUY,/MNQH5,Future,Bought 1 /MNQH5 @ 21249.75,0.00,1,0.00,-0.85,-0.67,,,,,,,357469938,-1.52,USD
2024-12-20T08:54:33-0600,Trade,Buy,BUY,/MESH5,Future,Bought 1 /MESH5 @ 5913.75,0.00,1,0.00,-0.85,-0.67,,,,,,,357469322,-1.52,USD
2024-12-20T08:54:03-0600,Trade,Sell,SELL,/MESH5,Future,Sold 1 /MESH5 @ 5915.5,10.00,1,10.00,-0.85,-0.67,,,,,,,357468758,8.48,USD
2024-12-20T08:53:39-0600,Trade,Buy,BUY,/MESH5,Future,Bought 1 /MESH5 @ 5913.5,0.00,1,0.00,-0.85,-0.67,,,,,,,357468243,-1.52,USD
2024-12-20T08:47:55-0600,Trade,Sell,SELL,/MNQH5,Future,Sold 1 /MNQH5 @ 21240.75,166.00,1,166.00,-0.85,-0.67,,,,,,,357461343,164.48,USD
2024-12-20T08:47:44-0600,Trade,Sell,SELL,/MESH5,Future,Sold 1 /MESH5 @ 5911.25,22.50,1,22.50,-0.85,-0.67,,,,,,,357461132,20.98,USD
2024-12-20T07:39:50-0600,Trade,Buy,BUY,/MNQH5,Future,Bought 1 /MNQH5 @ 21157.75,0.00,1,0.00,-0.85,-0.67,,,,,,,357427277,-1.52,USD
2024-12-20T07:36:38-0600,Trade,Buy,BUY,/MESH5,Future,Bought 1 /MESH5 @ 5906.75,0.00,1,0.00,-0.85,-0.67,,,,,,,357426836,-1.52,USD
2024-12-20T02:31:36-0600,Trade,Sell,SELL,/MESH5,Future,Sold 1 /MESH5 @ 5905.5,-40.00,1,-40.00,-0.85,-0.67,,,,,,,357410457,-41.52,USD
2024-12-20T02:18:29-0600,Trade,Sell,SELL,/MNQH5,Future,Sold 1 /MNQH5 @ 21229.5,-60.00,1,-60.00,-0.85,-0.67,,,,,,,357410798,-61.52,USD
2024-12-19T23:13:29-0600,Trade,Buy,BUY,/MNQH5,Future,Bought 1 /MNQH5 @ 21259.5,0.00,1,0.00,-0.85,-0.67,,,,,,,357410669,-1.52,USD
